sample_id,SID,input_start_time,input_end_time,target_6h_time,target_12h_time,target_24h_time
6538,2008259N20089,2008-09-16 21:00:00,2008-09-17 21:00:00,2008-09-18 03:00:00,2008-09-18 09:00:00,2008-09-18 21:00:00
6539,2008259N20089,2008-09-17 00:00:00,2008-09-18 00:00:00,2008-09-18 06:00:00,2008-09-18 12:00:00,2008-09-19 00:00:00
6540,2008259N20089,2008-09-17 03:00:00,2008-09-18 03:00:00,2008-09-18 09:00:00,2008-09-18 15:00:00,2008-09-19 03:00:00
6541,2008259N20089,2008-09-17 06:00:00,2008-09-18 06:00:00,2008-09-18 12:00:00,2008-09-18 18:00:00,2008-09-19 06:00:00
6542,2008259N20089,2008-09-17 09:00:00,2008-09-18 09:00:00,2008-09-18 15:00:00,2008-09-18 21:00:00,2008-09-19 09:00:00
6543,2008293N09060,2008-10-20 06:00:00,2008-10-21 06:00:00,2008-10-21 12:00:00,2008-10-21 18:00:00,2008-10-22 06:00:00
6544,2008293N09060,2008-10-20 09:00:00,2008-10-21 09:00:00,2008-10-21 15:00:00,2008-10-21 21:00:00,2008-10-22 09:00:00
6545,2008293N09060,2008-10-20 12:00:00,2008-10-21 12:00:00,2008-10-21 18:00:00,2008-10-22 00:00:00,2008-10-22 12:00:00
6546,2008293N09060,2008-10-20 15:00:00,2008-10-21 15:00:00,2008-10-21 21:00:00,2008-10-22 03:00:00,2008-10-22 15:00:00
6547,2008293N09060,2008-10-20 18:00:00,2008-10-21 18:00:00,2008-10-22 00:00:00,2008-10-22 06:00:00,2008-10-22 18:00:00
6548,2008293N09060,2008-10-20 21:00:00,2008-10-21 21:00:00,2008-10-22 03:00:00,2008-10-22 09:00:00,2008-10-22 21:00:00
6549,2008293N09060,2008-10-21 00:00:00,2008-10-22 00:00:00,2008-10-22 06:00:00,2008-10-22 12:00:00,2008-10-23 00:00:00
6550,2008293N09060,2008-10-21 03:00:00,2008-10-22 03:00:00,2008-10-22 09:00:00,2008-10-22 15:00:00,2008-10-23 03:00:00
6551,2008293N09060,2008-10-21 06:00:00,2008-10-22 06:00:00,2008-10-22 12:00:00,2008-10-22 18:00:00,2008-10-23 06:00:00
6552,2008293N09060,2008-10-21 09:00:00,2008-10-22 09:00:00,2008-10-22 15:00:00,2008-10-22 21:00:00,2008-10-23 09:00:00
6553,2008293N09060,2008-10-21 12:00:00,2008-10-22 12:00:00,2008-10-22 18:00:00,2008-10-23 00:00:00,2008-10-23 12:00:00
6554,2008293N09060,2008-10-21 15:00:00,2008-10-22 15:00:00,2008-10-22 21:00:00,2008-10-23 03:00:00,2008-10-23 15:00:00
6555,2008293N09060,2008-10-21 18:00:00,2008-10-22 18:00:00,2008-10-23 00:00:00,2008-10-23 06:00:00,2008-10-23 18:00:00
6556,2008298N16085,2008-10-24 06:00:00,2008-10-25 06:00:00,2008-10-25 12:00:00,2008-10-25 18:00:00,2008-10-26 06:00:00
6557,2008298N16085,2008-10-24 09:00:00,2008-10-25 09:00:00,2008-10-25 15:00:00,2008-10-25 21:00:00,2008-10-26 09:00:00
6558,2008298N16085,2008-10-24 12:00:00,2008-10-25 12:00:00,2008-10-25 18:00:00,2008-10-26 00:00:00,2008-10-26 12:00:00
6559,2008298N16085,2008-10-24 15:00:00,2008-10-25 15:00:00,2008-10-25 21:00:00,2008-10-26 03:00:00,2008-10-26 15:00:00
6560,2008298N16085,2008-10-24 18:00:00,2008-10-25 18:00:00,2008-10-26 00:00:00,2008-10-26 06:00:00,2008-10-26 18:00:00
6561,2008298N16085,2008-10-24 21:00:00,2008-10-25 21:00:00,2008-10-26 03:00:00,2008-10-26 09:00:00,2008-10-26 21:00:00
6562,2008298N16085,2008-10-25 00:00:00,2008-10-26 00:00:00,2008-10-26 06:00:00,2008-10-26 12:00:00,2008-10-27 00:00:00
6563,2008298N16085,2008-10-25 03:00:00,2008-10-26 03:00:00,2008-10-26 09:00:00,2008-10-26 15:00:00,2008-10-27 03:00:00
6564,2008298N16085,2008-10-25 06:00:00,2008-10-26 06:00:00,2008-10-26 12:00:00,2008-10-26 18:00:00,2008-10-27 06:00:00
6565,2008317N11089,2008-11-11 18:00:00,2008-11-12 18:00:00,2008-11-13 00:00:00,2008-11-13 06:00:00,2008-11-13 18:00:00
6566,2008317N11089,2008-11-11 21:00:00,2008-11-12 21:00:00,2008-11-13 03:00:00,2008-11-13 09:00:00,2008-11-13 21:00:00
6567,2008317N11089,2008-11-12 00:00:00,2008-11-13 00:00:00,2008-11-13 06:00:00,2008-11-13 12:00:00,2008-11-14 00:00:00
6568,2008317N11089,2008-11-12 03:00:00,2008-11-13 03:00:00,2008-11-13 09:00:00,2008-11-13 15:00:00,2008-11-14 03:00:00
6569,2008317N11089,2008-11-12 06:00:00,2008-11-13 06:00:00,2008-11-13 12:00:00,2008-11-13 18:00:00,2008-11-14 06:00:00
6570,2008317N11089,2008-11-12 09:00:00,2008-11-13 09:00:00,2008-11-13 15:00:00,2008-11-13 21:00:00,2008-11-14 09:00:00
6571,2008317N11089,2008-11-12 12:00:00,2008-11-13 12:00:00,2008-11-13 18:00:00,2008-11-14 00:00:00,2008-11-14 12:00:00
6572,2008317N11089,2008-11-12 15:00:00,2008-11-13 15:00:00,2008-11-13 21:00:00,2008-11-14 03:00:00,2008-11-14 15:00:00
6573,2008317N11089,2008-11-12 18:00:00,2008-11-13 18:00:00,2008-11-14 00:00:00,2008-11-14 06:00:00,2008-11-14 18:00:00
6574,2008317N11089,2008-11-12 21:00:00,2008-11-13 21:00:00,2008-11-14 03:00:00,2008-11-14 09:00:00,2008-11-14 21:00:00
6575,2008317N11089,2008-11-13 00:00:00,2008-11-14 00:00:00,2008-11-14 06:00:00,2008-11-14 12:00:00,2008-11-15 00:00:00
6576,2008317N11089,2008-11-13 03:00:00,2008-11-14 03:00:00,2008-11-14 09:00:00,2008-11-14 15:00:00,2008-11-15 03:00:00
6577,2008317N11089,2008-11-13 06:00:00,2008-11-14 06:00:00,2008-11-14 12:00:00,2008-11-14 18:00:00,2008-11-15 06:00:00
6578,2008317N11089,2008-11-13 09:00:00,2008-11-14 09:00:00,2008-11-14 15:00:00,2008-11-14 21:00:00,2008-11-15 09:00:00
6579,2008317N11089,2008-11-13 12:00:00,2008-11-14 12:00:00,2008-11-14 18:00:00,2008-11-15 00:00:00,2008-11-15 12:00:00
6580,2008317N11089,2008-11-13 15:00:00,2008-11-14 15:00:00,2008-11-14 21:00:00,2008-11-15 03:00:00,2008-11-15 15:00:00
6581,2008317N11089,2008-11-13 18:00:00,2008-11-14 18:00:00,2008-11-15 00:00:00,2008-11-15 06:00:00,2008-11-15 18:00:00
6582,2008317N11089,2008-11-13 21:00:00,2008-11-14 21:00:00,2008-11-15 03:00:00,2008-11-15 09:00:00,2008-11-15 21:00:00
6583,2008317N11089,2008-11-14 00:00:00,2008-11-15 00:00:00,2008-11-15 06:00:00,2008-11-15 12:00:00,2008-11-16 00:00:00
6584,2008317N11089,2008-11-14 03:00:00,2008-11-15 03:00:00,2008-11-15 09:00:00,2008-11-15 15:00:00,2008-11-16 03:00:00
6585,2008317N11089,2008-11-14 06:00:00,2008-11-15 06:00:00,2008-11-15 12:00:00,2008-11-15 18:00:00,2008-11-16 06:00:00
6586,2008329N09082,2008-11-24 06:00:00,2008-11-25 06:00:00,2008-11-25 12:00:00,2008-11-25 18:00:00,2008-11-26 06:00:00
6587,2008329N09082,2008-11-24 09:00:00,2008-11-25 09:00:00,2008-11-25 15:00:00,2008-11-25 21:00:00,2008-11-26 09:00:00
6588,2008329N09082,2008-11-24 12:00:00,2008-11-25 12:00:00,2008-11-25 18:00:00,2008-11-26 00:00:00,2008-11-26 12:00:00
6589,2008329N09082,2008-11-24 15:00:00,2008-11-25 15:00:00,2008-11-25 21:00:00,2008-11-26 03:00:00,2008-11-26 15:00:00
6590,2008329N09082,2008-11-24 18:00:00,2008-11-25 18:00:00,2008-11-26 00:00:00,2008-11-26 06:00:00,2008-11-26 18:00:00
6591,2008329N09082,2008-11-24 21:00:00,2008-11-25 21:00:00,2008-11-26 03:00:00,2008-11-26 09:00:00,2008-11-26 21:00:00
6592,2008329N09082,2008-11-25 00:00:00,2008-11-26 00:00:00,2008-11-26 06:00:00,2008-11-26 12:00:00,2008-11-27 00:00:00
6593,2008329N09082,2008-11-25 03:00:00,2008-11-26 03:00:00,2008-11-26 09:00:00,2008-11-26 15:00:00,2008-11-27 03:00:00
6594,2008329N09082,2008-11-25 06:00:00,2008-11-26 06:00:00,2008-11-26 12:00:00,2008-11-26 18:00:00,2008-11-27 06:00:00
6595,2008329N09082,2008-11-25 09:00:00,2008-11-26 09:00:00,2008-11-26 15:00:00,2008-11-26 21:00:00,2008-11-27 09:00:00
6596,2008329N09082,2008-11-25 12:00:00,2008-11-26 12:00:00,2008-11-26 18:00:00,2008-11-27 00:00:00,2008-11-27 12:00:00
6597,2008329N09082,2008-11-25 15:00:00,2008-11-26 15:00:00,2008-11-26 21:00:00,2008-11-27 03:00:00,2008-11-27 15:00:00
6598,2008329N09082,2008-11-25 18:00:00,2008-11-26 18:00:00,2008-11-27 00:00:00,2008-11-27 06:00:00,2008-11-27 18:00:00
6599,2008329N09082,2008-11-25 21:00:00,2008-11-26 21:00:00,2008-11-27 03:00:00,2008-11-27 09:00:00,2008-11-27 21:00:00
6600,2008329N09082,2008-11-26 00:00:00,2008-11-27 00:00:00,2008-11-27 06:00:00,2008-11-27 12:00:00,2008-11-28 00:00:00
6601,2008338N06092,2008-12-03 00:00:00,2008-12-04 00:00:00,2008-12-04 06:00:00,2008-12-04 12:00:00,2008-12-05 00:00:00
6602,2008338N06092,2008-12-03 03:00:00,2008-12-04 03:00:00,2008-12-04 09:00:00,2008-12-04 15:00:00,2008-12-05 03:00:00
6603,2008338N06092,2008-12-03 06:00:00,2008-12-04 06:00:00,2008-12-04 12:00:00,2008-12-04 18:00:00,2008-12-05 06:00:00
6604,2008338N06092,2008-12-03 09:00:00,2008-12-04 09:00:00,2008-12-04 15:00:00,2008-12-04 21:00:00,2008-12-05 09:00:00
6605,2008338N06092,2008-12-03 12:00:00,2008-12-04 12:00:00,2008-12-04 18:00:00,2008-12-05 00:00:00,2008-12-05 12:00:00
6606,2008338N06092,2008-12-03 15:00:00,2008-12-04 15:00:00,2008-12-04 21:00:00,2008-12-05 03:00:00,2008-12-05 15:00:00
6607,2008338N06092,2008-12-03 18:00:00,2008-12-04 18:00:00,2008-12-05 00:00:00,2008-12-05 06:00:00,2008-12-05 18:00:00
6608,2008338N06092,2008-12-03 21:00:00,2008-12-04 21:00:00,2008-12-05 03:00:00,2008-12-05 09:00:00,2008-12-05 21:00:00
6609,2008338N06092,2008-12-04 00:00:00,2008-12-05 00:00:00,2008-12-05 06:00:00,2008-12-05 12:00:00,2008-12-06 00:00:00
6610,2008338N06092,2008-12-04 03:00:00,2008-12-05 03:00:00,2008-12-05 09:00:00,2008-12-05 15:00:00,2008-12-06 03:00:00
6611,2008338N06092,2008-12-04 06:00:00,2008-12-05 06:00:00,2008-12-05 12:00:00,2008-12-05 18:00:00,2008-12-06 06:00:00
6612,2008338N06092,2008-12-04 09:00:00,2008-12-05 09:00:00,2008-12-05 15:00:00,2008-12-05 21:00:00,2008-12-06 09:00:00
6613,2008338N06092,2008-12-04 12:00:00,2008-12-05 12:00:00,2008-12-05 18:00:00,2008-12-06 00:00:00,2008-12-06 12:00:00
6614,2008338N06092,2008-12-04 15:00:00,2008-12-05 15:00:00,2008-12-05 21:00:00,2008-12-06 03:00:00,2008-12-06 15:00:00
6615,2008338N06092,2008-12-04 18:00:00,2008-12-05 18:00:00,2008-12-06 00:00:00,2008-12-06 06:00:00,2008-12-06 18:00:00
6616,2008338N06092,2008-12-04 21:00:00,2008-12-05 21:00:00,2008-12-06 03:00:00,2008-12-06 09:00:00,2008-12-06 21:00:00
6617,2008338N06092,2008-12-05 00:00:00,2008-12-06 00:00:00,2008-12-06 06:00:00,2008-12-06 12:00:00,2008-12-07 00:00:00
6618,2008338N06092,2008-12-05 03:00:00,2008-12-06 03:00:00,2008-12-06 09:00:00,2008-12-06 15:00:00,2008-12-07 03:00:00
6619,2008338N06092,2008-12-05 06:00:00,2008-12-06 06:00:00,2008-12-06 12:00:00,2008-12-06 18:00:00,2008-12-07 06:00:00
6620,2008338N06092,2008-12-05 09:00:00,2008-12-06 09:00:00,2008-12-06 15:00:00,2008-12-06 21:00:00,2008-12-07 09:00:00
6621,2008338N06092,2008-12-05 12:00:00,2008-12-06 12:00:00,2008-12-06 18:00:00,2008-12-07 00:00:00,2008-12-07 12:00:00
6622,2008338N06092,2008-12-05 15:00:00,2008-12-06 15:00:00,2008-12-06 21:00:00,2008-12-07 03:00:00,2008-12-07 15:00:00
6623,2008338N06092,2008-12-05 18:00:00,2008-12-06 18:00:00,2008-12-07 00:00:00,2008-12-07 06:00:00,2008-12-07 18:00:00
6624,2008338N06092,2008-12-05 21:00:00,2008-12-06 21:00:00,2008-12-07 03:00:00,2008-12-07 09:00:00,2008-12-07 21:00:00
6625,2008338N06092,2008-12-06 00:00:00,2008-12-07 00:00:00,2008-12-07 06:00:00,2008-12-07 12:00:00,2008-12-08 00:00:00
6626,2008338N06092,2008-12-06 03:00:00,2008-12-07 03:00:00,2008-12-07 09:00:00,2008-12-07 15:00:00,2008-12-08 03:00:00
6627,2008338N06092,2008-12-06 06:00:00,2008-12-07 06:00:00,2008-12-07 12:00:00,2008-12-07 18:00:00,2008-12-08 06:00:00
6628,2008338N06092,2008-12-06 09:00:00,2008-12-07 09:00:00,2008-12-07 15:00:00,2008-12-07 21:00:00,2008-12-08 09:00:00
6629,2008338N06092,2008-12-06 12:00:00,2008-12-07 12:00:00,2008-12-07 18:00:00,2008-12-08 00:00:00,2008-12-08 12:00:00
6630,2008338N06092,2008-12-06 15:00:00,2008-12-07 15:00:00,2008-12-07 21:00:00,2008-12-08 03:00:00,2008-12-08 15:00:00
6631,2008338N06092,2008-12-06 18:00:00,2008-12-07 18:00:00,2008-12-08 00:00:00,2008-12-08 06:00:00,2008-12-08 18:00:00
6632,2008338N06092,2008-12-06 21:00:00,2008-12-07 21:00:00,2008-12-08 03:00:00,2008-12-08 09:00:00,2008-12-08 21:00:00
6633,2008338N06092,2008-12-07 00:00:00,2008-12-08 00:00:00,2008-12-08 06:00:00,2008-12-08 12:00:00,2008-12-09 00:00:00
6634,2008338N06092,2008-12-07 03:00:00,2008-12-08 03:00:00,2008-12-08 09:00:00,2008-12-08 15:00:00,2008-12-09 03:00:00
6635,2008338N06092,2008-12-07 06:00:00,2008-12-08 06:00:00,2008-12-08 12:00:00,2008-12-08 18:00:00,2008-12-09 06:00:00
6636,2008338N06092,2008-12-07 09:00:00,2008-12-08 09:00:00,2008-12-08 15:00:00,2008-12-08 21:00:00,2008-12-09 09:00:00
6637,2008338N06092,2008-12-07 12:00:00,2008-12-08 12:00:00,2008-12-08 18:00:00,2008-12-09 00:00:00,2008-12-09 12:00:00
6638,2008338N06092,2008-12-07 15:00:00,2008-12-08 15:00:00,2008-12-08 21:00:00,2008-12-09 03:00:00,2008-12-09 15:00:00
6639,2008338N06092,2008-12-07 18:00:00,2008-12-08 18:00:00,2008-12-09 00:00:00,2008-12-09 06:00:00,2008-12-09 18:00:00
6640,2009104N13088,2009-04-14 00:00:00,2009-04-15 00:00:00,2009-04-15 06:00:00,2009-04-15 12:00:00,2009-04-16 00:00:00
6641,2009104N13088,2009-04-14 03:00:00,2009-04-15 03:00:00,2009-04-15 09:00:00,2009-04-15 15:00:00,2009-04-16 03:00:00
6642,2009104N13088,2009-04-14 06:00:00,2009-04-15 06:00:00,2009-04-15 12:00:00,2009-04-15 18:00:00,2009-04-16 06:00:00
6643,2009104N13088,2009-04-14 09:00:00,2009-04-15 09:00:00,2009-04-15 15:00:00,2009-04-15 21:00:00,2009-04-16 09:00:00
6644,2009104N13088,2009-04-14 12:00:00,2009-04-15 12:00:00,2009-04-15 18:00:00,2009-04-16 00:00:00,2009-04-16 12:00:00
6645,2009104N13088,2009-04-14 15:00:00,2009-04-15 15:00:00,2009-04-15 21:00:00,2009-04-16 03:00:00,2009-04-16 15:00:00
6646,2009104N13088,2009-04-14 18:00:00,2009-04-15 18:00:00,2009-04-16 00:00:00,2009-04-16 06:00:00,2009-04-16 18:00:00
6647,2009104N13088,2009-04-14 21:00:00,2009-04-15 21:00:00,2009-04-16 03:00:00,2009-04-16 09:00:00,2009-04-16 21:00:00
6648,2009104N13088,2009-04-15 00:00:00,2009-04-16 00:00:00,2009-04-16 06:00:00,2009-04-16 12:00:00,2009-04-17 00:00:00
6649,2009104N13088,2009-04-15 03:00:00,2009-04-16 03:00:00,2009-04-16 09:00:00,2009-04-16 15:00:00,2009-04-17 03:00:00
6650,2009104N13088,2009-04-15 06:00:00,2009-04-16 06:00:00,2009-04-16 12:00:00,2009-04-16 18:00:00,2009-04-17 06:00:00
6651,2009104N13088,2009-04-15 09:00:00,2009-04-16 09:00:00,2009-04-16 15:00:00,2009-04-16 21:00:00,2009-04-17 09:00:00
6652,2009104N13088,2009-04-15 12:00:00,2009-04-16 12:00:00,2009-04-16 18:00:00,2009-04-17 00:00:00,2009-04-17 12:00:00
6653,2009104N13088,2009-04-15 15:00:00,2009-04-16 15:00:00,2009-04-16 21:00:00,2009-04-17 03:00:00,2009-04-17 15:00:00
6654,2009104N13088,2009-04-15 18:00:00,2009-04-16 18:00:00,2009-04-17 00:00:00,2009-04-17 06:00:00,2009-04-17 18:00:00
6655,2009104N13088,2009-04-15 21:00:00,2009-04-16 21:00:00,2009-04-17 03:00:00,2009-04-17 09:00:00,2009-04-17 21:00:00
6656,2009104N13088,2009-04-16 00:00:00,2009-04-17 00:00:00,2009-04-17 06:00:00,2009-04-17 12:00:00,2009-04-18 00:00:00
6657,2009143N17089,2009-05-22 18:00:00,2009-05-23 18:00:00,2009-05-24 00:00:00,2009-05-24 06:00:00,2009-05-24 18:00:00
6658,2009143N17089,2009-05-22 21:00:00,2009-05-23 21:00:00,2009-05-24 03:00:00,2009-05-24 09:00:00,2009-05-24 21:00:00
6659,2009143N17089,2009-05-23 00:00:00,2009-05-24 00:00:00,2009-05-24 06:00:00,2009-05-24 12:00:00,2009-05-25 00:00:00
6660,2009143N17089,2009-05-23 03:00:00,2009-05-24 03:00:00,2009-05-24 09:00:00,2009-05-24 15:00:00,2009-05-25 03:00:00
6661,2009143N17089,2009-05-23 06:00:00,2009-05-24 06:00:00,2009-05-24 12:00:00,2009-05-24 18:00:00,2009-05-25 06:00:00
6662,2009143N17089,2009-05-23 09:00:00,2009-05-24 09:00:00,2009-05-24 15:00:00,2009-05-24 21:00:00,2009-05-25 09:00:00
6663,2009143N17089,2009-05-23 12:00:00,2009-05-24 12:00:00,2009-05-24 18:00:00,2009-05-25 00:00:00,2009-05-25 12:00:00
6664,2009143N17089,2009-05-23 15:00:00,2009-05-24 15:00:00,2009-05-24 21:00:00,2009-05-25 03:00:00,2009-05-25 15:00:00
6665,2009143N17089,2009-05-23 18:00:00,2009-05-24 18:00:00,2009-05-25 00:00:00,2009-05-25 06:00:00,2009-05-25 18:00:00
6666,2009143N17089,2009-05-23 21:00:00,2009-05-24 21:00:00,2009-05-25 03:00:00,2009-05-25 09:00:00,2009-05-25 21:00:00
6667,2009143N17089,2009-05-24 00:00:00,2009-05-25 00:00:00,2009-05-25 06:00:00,2009-05-25 12:00:00,2009-05-26 00:00:00
6668,2009143N17089,2009-05-24 03:00:00,2009-05-25 03:00:00,2009-05-25 09:00:00,2009-05-25 15:00:00,2009-05-26 03:00:00
6669,2009247N19089,2009-09-03 18:00:00,2009-09-04 18:00:00,2009-09-05 00:00:00,2009-09-05 06:00:00,2009-09-05 18:00:00
6670,2009247N19089,2009-09-03 21:00:00,2009-09-04 21:00:00,2009-09-05 03:00:00,2009-09-05 09:00:00,2009-09-05 21:00:00
6671,2009247N19089,2009-09-04 00:00:00,2009-09-05 00:00:00,2009-09-05 06:00:00,2009-09-05 12:00:00,2009-09-06 00:00:00
6672,2009247N19089,2009-09-04 03:00:00,2009-09-05 03:00:00,2009-09-05 09:00:00,2009-09-05 15:00:00,2009-09-06 03:00:00
6673,2009247N19089,2009-09-04 06:00:00,2009-09-05 06:00:00,2009-09-05 12:00:00,2009-09-05 18:00:00,2009-09-06 06:00:00
6674,2009247N19089,2009-09-04 09:00:00,2009-09-05 09:00:00,2009-09-05 15:00:00,2009-09-05 21:00:00,2009-09-06 09:00:00
6675,2009313N11072,2009-11-09 12:00:00,2009-11-10 12:00:00,2009-11-10 18:00:00,2009-11-11 00:00:00,2009-11-11 12:00:00
6676,2009344N06085,2009-12-11 00:00:00,2009-12-12 00:00:00,2009-12-12 06:00:00,2009-12-12 12:00:00,2009-12-13 00:00:00
6677,2009344N06085,2009-12-11 03:00:00,2009-12-12 03:00:00,2009-12-12 09:00:00,2009-12-12 15:00:00,2009-12-13 03:00:00
6678,2009344N06085,2009-12-11 06:00:00,2009-12-12 06:00:00,2009-12-12 12:00:00,2009-12-12 18:00:00,2009-12-13 06:00:00
6679,2009344N06085,2009-12-11 09:00:00,2009-12-12 09:00:00,2009-12-12 15:00:00,2009-12-12 21:00:00,2009-12-13 09:00:00
6680,2009344N06085,2009-12-11 12:00:00,2009-12-12 12:00:00,2009-12-12 18:00:00,2009-12-13 00:00:00,2009-12-13 12:00:00
6681,2009344N06085,2009-12-11 15:00:00,2009-12-12 15:00:00,2009-12-12 21:00:00,2009-12-13 03:00:00,2009-12-13 15:00:00
6682,2009344N06085,2009-12-11 18:00:00,2009-12-12 18:00:00,2009-12-13 00:00:00,2009-12-13 06:00:00,2009-12-13 18:00:00
6683,2009344N06085,2009-12-11 21:00:00,2009-12-12 21:00:00,2009-12-13 03:00:00,2009-12-13 09:00:00,2009-12-13 21:00:00
6684,2009344N06085,2009-12-12 00:00:00,2009-12-13 00:00:00,2009-12-13 06:00:00,2009-12-13 12:00:00,2009-12-14 00:00:00
6685,2009344N06085,2009-12-12 03:00:00,2009-12-13 03:00:00,2009-12-13 09:00:00,2009-12-13 15:00:00,2009-12-14 03:00:00
6686,2009344N06085,2009-12-12 06:00:00,2009-12-13 06:00:00,2009-12-13 12:00:00,2009-12-13 18:00:00,2009-12-14 06:00:00
6687,2009344N06085,2009-12-12 09:00:00,2009-12-13 09:00:00,2009-12-13 15:00:00,2009-12-13 21:00:00,2009-12-14 09:00:00
6688,2010136N09057,2010-05-15 12:00:00,2010-05-16 12:00:00,2010-05-16 18:00:00,2010-05-17 00:00:00,2010-05-17 12:00:00
6689,2010136N09057,2010-05-15 15:00:00,2010-05-16 15:00:00,2010-05-16 21:00:00,2010-05-17 03:00:00,2010-05-17 15:00:00
6690,2010136N09057,2010-05-15 18:00:00,2010-05-16 18:00:00,2010-05-17 00:00:00,2010-05-17 06:00:00,2010-05-17 18:00:00
6691,2010136N09057,2010-05-15 21:00:00,2010-05-16 21:00:00,2010-05-17 03:00:00,2010-05-17 09:00:00,2010-05-17 21:00:00
6692,2010136N09057,2010-05-16 00:00:00,2010-05-17 00:00:00,2010-05-17 06:00:00,2010-05-17 12:00:00,2010-05-18 00:00:00
6693,2010136N09057,2010-05-16 03:00:00,2010-05-17 03:00:00,2010-05-17 09:00:00,2010-05-17 15:00:00,2010-05-18 03:00:00
6694,2010136N09057,2010-05-16 06:00:00,2010-05-17 06:00:00,2010-05-17 12:00:00,2010-05-17 18:00:00,2010-05-18 06:00:00
6695,2010136N09057,2010-05-16 09:00:00,2010-05-17 09:00:00,2010-05-17 15:00:00,2010-05-17 21:00:00,2010-05-18 09:00:00
6696,2010136N09057,2010-05-16 12:00:00,2010-05-17 12:00:00,2010-05-17 18:00:00,2010-05-18 00:00:00,2010-05-18 12:00:00
6697,2010136N09057,2010-05-16 15:00:00,2010-05-17 15:00:00,2010-05-17 21:00:00,2010-05-18 03:00:00,2010-05-18 15:00:00
6698,2010136N09057,2010-05-16 18:00:00,2010-05-17 18:00:00,2010-05-18 00:00:00,2010-05-18 06:00:00,2010-05-18 18:00:00
6699,2010136N09057,2010-05-16 21:00:00,2010-05-17 21:00:00,2010-05-18 03:00:00,2010-05-18 09:00:00,2010-05-18 21:00:00
6700,2010136N09057,2010-05-17 00:00:00,2010-05-18 00:00:00,2010-05-18 06:00:00,2010-05-18 12:00:00,2010-05-19 00:00:00
6701,2010136N09057,2010-05-17 03:00:00,2010-05-18 03:00:00,2010-05-18 09:00:00,2010-05-18 15:00:00,2010-05-19 03:00:00
6702,2010136N09057,2010-05-17 06:00:00,2010-05-18 06:00:00,2010-05-18 12:00:00,2010-05-18 18:00:00,2010-05-19 06:00:00
6703,2010136N09057,2010-05-17 09:00:00,2010-05-18 09:00:00,2010-05-18 15:00:00,2010-05-18 21:00:00,2010-05-19 09:00:00
6704,2010136N09057,2010-05-17 12:00:00,2010-05-18 12:00:00,2010-05-18 18:00:00,2010-05-19 00:00:00,2010-05-19 12:00:00
6705,2010136N09057,2010-05-17 15:00:00,2010-05-18 15:00:00,2010-05-18 21:00:00,2010-05-19 03:00:00,2010-05-19 15:00:00
6706,2010136N09057,2010-05-17 18:00:00,2010-05-18 18:00:00,2010-05-19 00:00:00,2010-05-19 06:00:00,2010-05-19 18:00:00
6707,2010136N09057,2010-05-17 21:00:00,2010-05-18 21:00:00,2010-05-19 03:00:00,2010-05-19 09:00:00,2010-05-19 21:00:00
6708,2010136N09057,2010-05-18 00:00:00,2010-05-19 00:00:00,2010-05-19 06:00:00,2010-05-19 12:00:00,2010-05-20 00:00:00
6709,2010136N09057,2010-05-18 03:00:00,2010-05-19 03:00:00,2010-05-19 09:00:00,2010-05-19 15:00:00,2010-05-20 03:00:00
6710,2010136N09057,2010-05-18 06:00:00,2010-05-19 06:00:00,2010-05-19 12:00:00,2010-05-19 18:00:00,2010-05-20 06:00:00
6711,2010136N09057,2010-05-18 09:00:00,2010-05-19 09:00:00,2010-05-19 15:00:00,2010-05-19 21:00:00,2010-05-20 09:00:00
6712,2010136N09057,2010-05-18 12:00:00,2010-05-19 12:00:00,2010-05-19 18:00:00,2010-05-20 00:00:00,2010-05-20 12:00:00
6713,2010136N09057,2010-05-18 15:00:00,2010-05-19 15:00:00,2010-05-19 21:00:00,2010-05-20 03:00:00,2010-05-20 15:00:00
6714,2010136N09057,2010-05-18 18:00:00,2010-05-19 18:00:00,2010-05-20 00:00:00,2010-05-20 06:00:00,2010-05-20 18:00:00
6715,2010136N09057,2010-05-18 21:00:00,2010-05-19 21:00:00,2010-05-20 03:00:00,2010-05-20 09:00:00,2010-05-20 21:00:00
6716,2010136N09057,2010-05-19 00:00:00,2010-05-20 00:00:00,2010-05-20 06:00:00,2010-05-20 12:00:00,2010-05-21 00:00:00
6717,2010136N09057,2010-05-19 03:00:00,2010-05-20 03:00:00,2010-05-20 09:00:00,2010-05-20 15:00:00,2010-05-21 03:00:00
6718,2010136N09057,2010-05-19 06:00:00,2010-05-20 06:00:00,2010-05-20 12:00:00,2010-05-20 18:00:00,2010-05-21 06:00:00
6719,2010136N09057,2010-05-19 09:00:00,2010-05-20 09:00:00,2010-05-20 15:00:00,2010-05-20 21:00:00,2010-05-21 09:00:00
6720,2010136N09057,2010-05-19 12:00:00,2010-05-20 12:00:00,2010-05-20 18:00:00,2010-05-21 00:00:00,2010-05-21 12:00:00
6721,2010136N09057,2010-05-19 15:00:00,2010-05-20 15:00:00,2010-05-20 21:00:00,2010-05-21 03:00:00,2010-05-21 15:00:00
6722,2010136N09057,2010-05-19 18:00:00,2010-05-20 18:00:00,2010-05-21 00:00:00,2010-05-21 06:00:00,2010-05-21 18:00:00
6723,2010136N09057,2010-05-19 21:00:00,2010-05-20 21:00:00,2010-05-21 03:00:00,2010-05-21 09:00:00,2010-05-21 21:00:00
